Time, Global Time,Voltage
µsec, lmao,V
855331934,0/0/0_0:0:0.0,121
856361932,0/0/0_0:0:0.0,122
857391934,0/0/0_0:0:0.0,121
858421932,0/0/0_0:0:0.0,121
859451939,0/0/0_0:0:0.0,121
860481944,0/0/0_0:0:0.0,121
861511943,0/0/0_0:0:0.0,121
862541934,0/0/0_0:0:0.0,121
863571936,0/0/0_0:0:0.0,121
864601936,0/0/0_0:0:0.0,121
865931934,0/0/0_0:0:0.0,121
866961941,0/0/0_0:0:0.0,121
867991946,0/0/0_0:0:0.0,121
869021941,0/0/0_0:0:0.0,121
870051946,0/0/0_0:0:0.0,121
871071942,0/0/0_0:0:0.0,121
872101946,0/0/0_0:0:0.0,121
873121946,0/0/0_0:0:0.0,121
874141942,0/0/0_0:0:0.0,121
875171936,0/0/0_0:0:0.0,121
876201946,0/0/0_0:0:0.0,121
877231944,0/0/0_0:0:0.0,121
878261946,0/0/0_0:0:0.0,121
879291941,0/0/0_0:0:0.0,121
880317691,0/0/0_0:0:0.0,121
881341940,0/0/0_0:0:0.0,121
882361941,0/0/0_0:0:0.0,121
883391936,0/0/0_0:0:0.0,121
884421936,0/0/0_0:0:0.0,121
885451936,0/0/0_0:0:0.0,121
886481934,0/0/0_0:0:0.0,121
887511944,0/0/0_0:0:0.0,121
888541944,0/0/0_0:0:0.0,121
889571940,0/0/0_0:0:0.0,121
890591934,0/0/0_0:0:0.0,121
891621936,0/0/0_0:0:0.0,121
892651941,0/0/0_0:0:0.0,121
893681946,0/0/0_0:0:0.0,121
894711946,0/0/0_0:0:0.0,121
895741939,0/0/0_0:0:0.0,121
896771934,0/0/0_0:0:0.0,121
897801934,0/0/0_0:0:0.0,121
898831937,0/0/0_0:0:0.0,121
899861943,0/0/0_0:0:0.0,121
900891936,0/0/0_0:0:0.0,121
901921926,0/0/0_0:0:0.0,121
902951940,0/0/0_0:0:0.0,121
903981934,0/0/0_0:0:0.0,121
905011943,0/0/0_0:0:0.0,121
906031944,0/0/0_0:0:0.0,121
907061935,0/0/0_0:0:0.0,121
908091930,0/0/0_0:0:0.0,121
909121935,0/0/0_0:0:0.0,121
910151932,0/0/0_0:0:0.0,121
911181936,0/0/0_0:0:0.0,121
912211946,0/0/0_0:0:0.0,120
913241946,0/0/0_0:0:0.0,121
914271944,0/0/0_0:0:0.0,120
915291936,0/0/0_0:0:0.0,120
